cumulative_burned_uni,total_supply_uni,uni_price_usd,market_cap_usd_bn,annualized_burn_uni,annualized_burn_usd_mn,burn_yield_pct
106209580.0,893790420.0,3.03,2.71,16368222.0,49.6,1.831
